text,sentiment
inti jabat menteri indonesia kompeten solusi pecat kompeten angkat kompeten,Negatif
tinggal jejak kayak pagi ribut hilang,Negatif
alhamdulillah bocor alus percaya,Positif
tenaga pimpin negeri konoha penuh oknum becus,Positif
pandai beda ujianbencana hukum,Negatif
gagap tanggap gagal tanggap,Negatif
hasil milu buruk hasil pimpin burukketika alam sapa bencana gercep,Negatif
negara perintah kelola amatir mnghasilkan negara bobrok,Negatif
sebab banjir bandang akibat salah pilih,Negatif
macan tunggang sembilan naga,Negatif
bencana buat,Negatif
proyek hilir rugi lanjut ahirnya rakyat mimpi manis bencana jabat lingkar untung ketawa,Negatif
probowo salah menteri sahaja misterius,Negatif
jahat,Negatif
omong meja kayu ya mikrofon elektronik lai bahan baju sampean pakai bahan rusak alam,Negatif
jokowi dosa rubah atur rusak sumatera kalimantan,Negatif
audit hutan audit kavling laut susah nyawa perintah,Negatif
sebab bencana alam sumatera akibat bala hutan izin perintah ngls menteri hutan cabut izin manfaat hutan tunggu tuju presiden izin manfaat hutan iya presiden hidup surabaya jokowi prabowo tanggung rusa lingkung timbul bala hutan tel korban jiwa,Negatif
nih aneh mana kuasa lahan ratus hektar ribu wilayah kena banjir muka sisi ayom sisi garong nan rusak alam,Negatif
perintah care berp ha fitebang reboisasisederhana taat,Positif
manusia rakus kuasa rakyat sumatra layang nyawan moga khusnul khotimah amin yrb,Positif
siti nurbaya aman tuduh yapadahal jabat thnkuat buzzernya,Negatif
nih semptbkin acara podkes sih bntuany loh artis mntriy loh lp bsmi penambng liary mnk peduli trlmbt gungung selamat tngkp prabowo tau,Positif
miriss efek politik hajat hidup orang isi orang kompeten minim integritas efek keri negeri kayak miskin miss management,Negatif
batas hutan luas das hapus uuck,Negatif
perintah jahat sumatra kena bencana alam peduli hutan tebang bencana banjir perintah kerja ya sih,Negatif
bagus negara kongkalingkong amerika eropa suharto surabaya kepala negara indonesia jenderal surabaya gundulin juta hektar hutan sda jabat nilai sda dunia gilaanya surabaya gundulin hutan luas juta hektar amerika eropa bijak green energy biodiesel bioethanol dsb harga sawit tajam indonesia malaysia brazil korban gundulin hutan brazil rajin banjir suharto amerika langsung ikat suharto suap suharto saham sukarno guling tuduh korupsi ekonomi beres komunis dsb amerika anggap beri saham gift atur pbb beri apa cash noncash jabat kepala negara korupsi definisi korupsi rubah negara five eyes nations negara sekutu dekat amerika mata negara komunis mata dunia amerika inggris kanada nz austraila index korupsi aliansi amerika dekat negara nonusa aliles russia china iran korut indonesia dsb definisi freeport seret adil adil amerika indonesia aneh suharto tuduh time magazine koruptor dasar data saham suharto manage singapura saham catat singapura negara bersih korupsi dunia no suap suharto gundulin juta hektar hutan juta hektar hutan freeport kenal foreign direct investment outsourcing bahasa hasil outsourcing freeport kasih hasil freeport perintah indonesia saham indonesia freeport parah era suharto indonesia saham harga emas capai puncak purboyo berani bribenya kkn normal lifestyle masyarakat indonesia era sukarno kkn sulit temu gundul hutan era surabaya tambang sawit efek lunas hutang imf nilai total hutang indonesia kapitalisme demokrasi kenal suharto surabaya terbit ijin gundul suharto akibat banjir total hutan gundulin surabaya suharto juta hektar data tri lingkung hidup jatam greenpeace walhi dsb juta hektar juta hektar sda outrsourcing indonesia nama foreign direct investment fdi freeport contoh kasih net profit data beri net profit freeport lihat kemenkeu heran lihat lapor uang usaha sda amerika indonesia freeport newmont dsb amerika garong indonesia usd trilyun suharto presiden mana freeport garong usd trilyun angka freeport anggap saham mahar freeport dapat tanah grasberg kiamat total gdp indonesia lihat data gdp bank dunia usd trilyun indonesia koleksi pajak export share untung gundul hutan tambang sawit gila ndro amerika garong usd trilyun indonesia usd trilyun total hutang usd milyar banding arab saudi raja fahd janji petrodollar amerika president nixon inti arab saudi produksi minyak pajak export minyak sdm pakai jual usd investasi amerika indonesia kelola asing indonesia pajak export pakai tenaga blue colour wni nilai manipulasi amerika gila contoh manipulasi usd bidang tenaga kerja nilai rupiah rp suharto kali presiden taruh kuli freeport gaji rp jtbulan usd rp freeport gaji rp jutarp usd jutabulan gila ndro gede banget nilai rp rp gaji rp jutarp usd gila ndro gaji resiko hadap kerja tambang amerika diskon usd jutausd kali nilai rp rp gaji rp jutarp usd freeport discount wajib gaji pegawai usd jutausd kali harga emas usd troy ons usd troy ons usd kali gila ndro manipulasi usd keluar freeport diskon kali keluar bayar rp manipulasi pasar harga emas bayar usd kali lipat freeport grasberg lihat lobang sisi dunia presiden indonesia demokrasi kenal suharto orang partai akibat ganjar capres setor rp trilyun megawati kepala daerah demokrasi indonesia desentraliasasi tuju kepala negara kepala daerah terbit ijin gundul hutan kapitalisme tutup slogan mata uang murah export tingkat rp sampah era sukarno sanering usd rp nilai usd rp efek sanering hutang indonesia usd milyar kali rp rp trilyun tinggal usd milyar kali rp rp milyar hutang rp trilyun rp milyar ekonom jebol amerika sanering gagal soros masuk usd rp pakai nilai sanering rp era sukarno sanering usd rp juta usd boleh suharto manipulasi usd rp hutang indonesia tajam rp milyar usd milyar kali rp rp trilyun usd milyar kali rp nilai sanering rp era sukarno rp juta trilyun rp nilai sanering rp era sukarno naik usd efek naik resiko gagal bayar hutang indonesia indonesia perkosa amerika imf indonesia wajib hutang bulog bubar efek bubar bulog indonesia wajib beli kedelai amerika usd fluktuasi indonesia import kedelai usd juta tahun era surabaya import kedelai indonesia amerika nila usd juta kali rp rp milyar nilai kemarin usd juta kali rp rp milyar harga kedelai usd juta indonesia keluar uang kali lipat manipulasi usd komunis ketawa suharto bantai komunis indonesia kayak sda miskin kebanjirantuhan tidur,Positif
kuasa oligarki politis rakustamak hati nurani,Positif
itu nih banjirlongsornya deforestasi tambang tinggal cari tuh usaha ilegal legal ilegal coklat ijo tanggung diawasimemang legal kasih ijin tanggung ribet presiden usaha andil rusak lingkung wni,Negatif
coba green peace tempo cek kawasan hutan bengkulu utara tahun milik keluarga keta dpd ri banjir sih bengkulu,Positif
kelola alam damai dengan rusa alam bukti jabat kompetrn alias dungu rakis serakah,Negatif
timbang laku kuota ekologis bentuk ekstraksi sumber daya alam langgar langsung kurang kuota sih,Negatif
muncul hasil survei puas kemdian hilang negara gelembung algoritma,Positif
ngotot presiden ruapanya kaya dirijadi rakyat korbankanbener koruptor,Negatif
moga daerah alami bencana pulih aktivitas waspada aja pulih ekonomi skema ponzi piramida money game emblem agama modus jual produk,Positif
buta hati buta mata serakah mengyasai hasrat,Negatif
tanyayang tebang ijinnya liar siapabukannya mayoritas warga jugabaik kerja usaha liarcoba pikir jernihsudah warga jaga lestari alam sekitarnyajangan pengaruh untung ekonomi pikir dampak panjangnyadan tugas perintah pendidikanpengetahuan imbang ekosistem ikut jarah alam alas tumbuh ekonomi,Negatif
wkkwkwwkkwwkwkwkwk inti korban politik perintah dpr banjir,Negatif
beber fakta awas intip sipaling anti kritik hidup jokoweeeeeeh,Negatif
prabowo berani netapin bencana nasional propinsi ha konsesi hutan aceh,Negatif
tuju bro bmkg bikin umum lihat kilas banjir daerah padang simulasi megathrust sangka banjir bandang parah,Negatif
allah sungguh akhlak pimpin khianat bangsa indonesiamereka khianat juang merdeka rimereka pesta atas derita rakyat indonesia era jokowi lanjut prabowo komplot khianat bangsa,Negatif
pimpin sarjana hutan lemah hukum lindung hutan,Positif
bmkg lambat teknologi cuaca tiap daerah perintah blunder ya blunder isi mafia gangster kartel usaha jabat rakus,Negatif
terimakasih perhati thank you brosangat kati bencana alam akibat efek domino bencana moral,Positif
salah presiden noh sih mulyono keluar ngengizinin babat hutan salah satu milik sih opung alias luhut panjaitan menteri era jokowi serasa presiden izin apaapa kabulin sih mul,Negatif
hidup jokowi hidup jokowi hidup jokowi,Negatif
gubernur jabar gerindra citra sumbar kasih bantu uang bantu junjung,Positif
prabowo antikritikomon doang,Negatif
wis hancur ancurann hutan ri akibat ugal ugalan nafsu serakahhhhhlihatlahhhh hukum tuhan sungguh nyata,Positif
takut usut usaha sebab deforestasi status bencana nasional,Negatif
omon omon duga pilpres omon omon hadeuuhh bawa mana negeri,Negatif
sih wowo ya nyeleneh terima bilang lambat aku maaf perintah gagap ulang golkar kemarin serang orangelit kritisi perintah bilang orang ejek perintah pamer kirim helikopter januari helikopter inti indonesia cuan pribadi hukum rubah enak jidat lupa indonesia emas,Negatif
topik tunggu gemar tempo suamtera,Negatif
efek tinggal menjabatwhoss ikn deforestasi runtuh,Negatif
revolusi revolusi revolusi meeeeeerrrrrdeeeeeekaaaaaaa,Negatif
warga masyarakat sumatra erti gomoy skip coblos,Negatif
kau bantu mpo,Negatif
jahat banget presiden jahat presiden,Positif
omong sih saking gampang,Negatif
lihat gelondong kayu nenek asyani batang kayu jati ya,Positif
bull seat warga kenyang dengar mulut mu bantu,Positif
bagi ya guna perwira tengah jabat rangkap jabat orang sebar mana sih,Positif
sebab utama serakah manusia,Positif
atur tgjwb dpr lo sah,Negatif
erti sih gue manusia manusia serakah banget kayak hati nurani tutup gegara serakah mikir dampak lingkung,Negatif
celaka laku riba celaka presidenpemimpin negeri makan riba celaka presidenpemimpin subur riba perintah uang tunggu hancur negara mati henti riba yehezkiel mungut bunga uang ambil riba jauh curang hukum manusia manusia yehezkiel mungut bunga uang ambil riba orang hidup keji laku mati darah timpa laku riba hukum mati perintah pakai riba perintah curang keji coba azab terus negeri pajak riba teman oleh pajak plafon riba asing ancam laku riba perang qs albaqarah tinggal sisa riba tahu allah rasul merang taubat ambil riba bagi pokok harta aniaya aniaya qs almaidah sungguh balas orangorang rang allah rasul rusa muka bumi bunuh salib potong tangan kaki timbal buang negeri diam hina dunia akhirat oleh siksa laku riba hukum berat berani rang allah rasul,Negatif
perintah lolong isinyakerja minim prestasi,Negatif
korban tinggal banjir sumatera capai orang tinggal perintah gagal jalan amanat buka uud lindung segenap bangsa indonesia,Negatif
presiden kerja bagus negara mending mundur kasihan rakyat jadi tumbal,Positif
gws perintah indonesia,Positif
produk orba rampok kejam korupsi harga mati,Negatif
perintah jadi bencana nasional asing investigasi sebab bencana,Negatif
rezim kosong otoriter baduttttttt,Negatif
layak prabowo juluk presiden buruk indonesia,Negatif
tetap pahlawan gerceptp bantu rkyt kena bencana lambat cenderung cuekklo umum bencana nasional kena bencana istana buka perusahaanpemilik sebab bencanahti wowo kbr,Negatif
admin tempo pjabt pol tujus biakngnya tahun licik,Negatif
orang ampir mati lapar dingin terima info salah,Negatif
lapor pakai kentut kepala bnpb ya pecat sih ganti,Negatif
ya maling teriak maling,Negatif
simpul rampok usak alam jarah kaya alam tang kuasa negeri indonesia gelap,Negatif
prabowo takut rusa hutan prabowo tahu dunia international tolak bantu asing prabowo menhadi president tuju kaya serakah gurun pinokio jokowi ya serakah,Negatif
pokok fokus bencana sumatra suara uu hutan sahkan berita sampah selingkuh cinta perseinkangan sengaja susup kuasa kelabu fokus isu vital hirau tau netizen indonesia suka isu sampah isu bencana peduli wajib suara terusmenerus teman saudara sumatera hidup layak,Negatif
abang,Negatif
dpr libat kesah omnibus law,Positif
gagal omonfood estate,Negatif
anggar usaha tebang hutan,Positif
coba selidik harga bensin ribu liter bencana ajar helikopter bayar indak temu metro bantu bagi gratis masyarakat suruh beli bantu beres daerah makna uang,Positif
kah terra drone terra drone sahaja kerja ya mahu info tahu terra drone mahu benar lahang gondol balak lahang sawit sila pergi provensi jabat hutan sumaterasumatera riauriauh fail jabat hutan fail usaha balak lahang sawit fail soft copy terra drone rana kerja terra drone meta lahan sawit balak terra drone nombor indonesia pemettan malaysia terra drone agri japan indonesia terra drone malaysia terra drone agri terra drone indonesia sedia solusi meta dron industri balak sumatera tangan topografi rumit kawasan luas tawar data akurat inventarisasi pohon pantau kesihatan tanam fokus sawit analisis lahan operasi ladang bantu syarikat urus sumber hutan digital cekap utama konteks keluar cpo urus ladang kelapa sawit terra drone bantu sektor balakperladangan sumatera meta digital inventarisasi dron meta kawasan hutan ladang pokok nilai kawasan cepat analisis kesihatan tanam dron multispektral nilai kesihatan pokok bantu urus ladang sawit kait industri balak riau palembang urus operasi ladang sedia data urus aktiviti ladang ukur mula kitar keluar atas cabar medan dron atas sukar akses topografi kompleks sumatera sedia data cepat perinci contoh guna kerjasama ifc riau pantau tani sawit swadaya khidmat syarikat sinar mas agribusiness and food projek sembur dron musim palembang sumatera selatan ringkas terra drone bekal teknologi dron sedia data kritikal urus analisis sumber ladang hutan luas sumatera,Positif
pantesan wowo bilang tanam kelapa sawit hahah,Negatif
ayo berani rakyat korban tuntut perintah gagal mahkamah internasional hidup negara kartel republik indonesia,Negatif
blunder nih presiden,Positif
adil,Negatif
jabat daerah hati ambil tinfakan kes lambat khawatir kena pasal korupsi masa salah contoh kepala dinas sehat sumatera utra pandemi vovid sumut sukses tangan pandemi bijak satset ya ujung kepala dinas pidana korupsi,Negatif
hati ku luka berita,Negatif
izin usul bahan kumpul data kaya fitur upload gambar google map guna arsip,Negatif
tinggal kang bahasa tewas,Negatif
hutan ubah kebun sawit jabat pohon sawit daun serap karbondioksida hutan lupa faham satwa flora fauna ekosistem rantai makan dll ilmu tahu alam nilai kayu gelondong pikir kayu hutan uang sawit duit,Positif
salah sangka dipampangin thumbnail,Negatif
wowo berani pecat titip oslo,Negatif
deforestasi sawit pohon mantan jenderal,Negatif
indonesia bubar,Negatif
gue apatis perintah lanjut mulyono kayak negeri gelap depan kasihan anak gue indonesia emas loyang,Negatif
pikir perintah tanggap kritik rusa hutan olah percaya percaya sawit untung materi hutan industri tambang demikiantapi perhati antisipasi cegah dampak rusa lingkung,Positif
kg main salah salah biang kerok rusa bangsa bumi pertiwi tanggan tanggan setan manusia bertangung johlim mungkar jalan iklas laku duniawi subbahannallah allahu akbar,Negatif
jabat habis keliling presiden,Negatif
pemrintah penting mbak dana pnangulan bencana konyol,Negatif
logika presiden tau ramai publikasi hindar citra anggap peka,Positif
pintar banget tempo bikin judul biang kerok banjir sumatera foto presiden,Positif
perintah gagap pecat raja julibahlilluhutzulhasairlanggagibran,Negatif
bukti timbul bencana cabut ijin usaha tebang pohon,Negatif
gagap duit habis duit pakai rezim mulyono bangun manfaat menghadang banjir bandang,Negatif
air turun langit kayu gelondong tiang listrik potong rapi turun awan rusa hutan garis bukit baris wilayah sumatera efek sera tema elite dibackup aparat seragam,Negatif
tolong prabowo sadar pecattin geng solo,Positif
ada efek revolusi mental,Positif
musti tau bencana konstitusi dukung sistem hidup sistem sekuler kapitalisme induk bencana sungguh musti musnah ganti atur islam sempurna,Negatif
pafahal uu hutan uu csr fungsi baik lingkung hidup usaha keluar csr sebagqimana mestinyaxobtohnya csr dpr bi keluqrkan csr swrvis jabat instansi pusat daerah hayoo bukti,Negatif
janji janji duit ujung cari utang program mbak program paksa jalan malu mending cari utang pikir negara baik tau tinggal mulyono bikin negara ancuran,Negatif
bencana banjir bandang kabupaten sigi sulawaesi selatan faktor anomali cuaca hilang tutup lahan batu geologi bongkar deh kajiankajiannnya sumut tambang legal illegal terutam gunung bukit baris,Negatif
vietnam thailand malaysia bulgaria banjir,Negatif
hujan ekstrim rusa hutan habis ekspos,Negatif
biar kaya nusantara rampok nkri ubah negara satu negara federal laku referendum daerah sapi perah kaya alam rampok bawa jakarta transfer uang daerah pangkas persen nama efisiensi danantara mbak bayar whoosh nikmat warga bandung jakarta bangun jawa sentris jajah nkri daya rusak lebih jajah belanda,Negatif
jawa lahan tani jadi pabrik industri gaji ya umr syarat untung investor asing sumatra kalimantan lahan hijau jadi tambang masyarakat miskin yaapp penting partai politik untung kelompok ya,Negatif
rezim jokowi rezim prabowo insya allah moga balas timpal amin ya allah,Positif
mbak penting seurgent pulih dampak bencana sumatera infrastruktur jalan jembatan listrik air pulih masyarakat hilang rumah harta benda kerja sawahladang hilang tutup lumpur batu kayu proses miskin perintah pulih mbak usia indonesia makan siang murid tanggungjawab keluarga bantu selektif bikin citra negara kayak tanggung biaya mbak triliun realistis patut curiga prabowo bagi rejeki purnawirawan tni gerak kampanye lupa sumatera dukung tulus bantu bangkit bencana lupa rakyat indonesia nilai sikap niat goodwill prabowo bantu bencana,Positif
lapor mahkamah internasional websitenya tinggal kirim email foto harap perintah bela usaha,Positif
body rambo hati lembut agartangkap koruptor kasihan anakanaknyabuyar,Negatif
curah hujan cepat angin dll prakira deteksi radar cuaca beda hal gempa,Negatif
kuasa serakah tamak sadar mikir sih hidup ituudah kayak harta kekayaannyatp kurangharta tumpuk mati tinggal,Negatif
investasi asing alam indonesia rusak,Negatif
bikin akun dihack kedok koin kripto viralkan streissand effect at work,Negatif
that presiden please informasi datang lambat prabowo ngerombak sistem gue kepala negara urus genting gue informasi gue salah paham sistem salah dibenarhi orang sekelilingnyakalau sistem bobrok ya berkalikali bentuk presiden plus respon mengecewakanya harap,Negatif
presiden tahan bantu pintar korupsi selesai nkri,Negatif
alkitab manusia kuasa celaka pkh,Positif
hukum prabowo libat hukum enak rakyat derita,Negatif
gorong omon,Negatif
gagal tahan priode isu priode,Negatif
biaya kelapa sawit,Negatif
gue golput,Negatif
bpk omnybulso karya pki,Positif
horee,Negatif
susah nilai jadi bencana alam arah bunuh massal rencana,Negatif
ya allah moga kau hikmah pimpin indonesia biar betapa daerah kena bencana tangan penting deh lapar bersih rumah bangun pelan,Positif
tempo mantab tajam percaya nikmat berita majalah tempo,Positif
bukti presiden perintah nilai,Positif
bijak perintah masa jokowi tahan pangan korban hutan jati tanam jagung akibat program desa pinggir alir sungai hutan alami banjir kali hujan turun,Negatif
perintah pihak rakyat nama bencana nasional sungguh,Negatif
milik lahan lahan ilegal hut ya gagap korupsi bikin bencana bikin hancur negara mereka runtuh karma is a bitch they will payback for what they did i hope soon,Negatif
ganti orang orang titip bekas rezim mending blok percaya gercep jadi komunikasi presiden,Positif
menteri orang gun,Negatif
